model_id,filter_id,period,trade_date,rank,symbol,name,final_score,entry_date,exit_date,entry_buyable,entry_gap_pct,entry_open,day1_max_runup_pct,day1_close_return_pct,day2_close_return_pct,min_drawdown_pct,day1_no_red,day2_still_loss,deep_pain,best_theme_rank,theme_lifecycle_list,theme_name_list,filter_universe_size
spark_1_0_style,all_market,final_2026,2026-01-09,2,sz000962,,29.872409297125166,2026-01-12,2026-01-13,1,-0.2139,37.32,7.0472,4.8232,1.9561,-4.5284,0,0,1,10.0,主线再加速|持续主线,小金属|其他小金属,2429
spark_1_0_style,all_market,final_2026,2026-01-09,3,sz002378,,29.828524378703946,2026-01-12,2026-01-13,1,1.4741,17.21,0.523,-3.2539,-4.4741,-6.043,0,1,1,10.0,主线再加速,小金属,2429
spark_1_0_style,all_market,final_2026,2026-01-12,1,sh603108,,32.38157878417365,2026-01-13,2026-01-14,1,2.1572,19.89,4.4243,-3.7205,-1.0558,-5.9829,0,1,1,3.0,主线再加速,AI应用,2599
spark_1_0_style,all_market,final_2026,2026-01-12,2,sz002153,,30.937758425752182,2026-01-13,2026-01-14,1,2.1672,13.2,5.9848,1.0606,11.1364,-3.1818,0,0,1,3.0,主线再加速|观察,AI应用|软件开发,2599
spark_1_0_style,all_market,final_2026,2026-01-12,3,sh601519,,30.296025693801923,2026-01-13,2026-01-14,1,0.1307,15.32,0.9138,-4.6997,-2.6762,-5.3525,0,1,1,13.0,观察,软件开发,2599
spark_1_0_style,all_market,final_2026,2026-01-13,1,sh601929,,30.770962971867412,2026-01-14,2026-01-15,1,-5.0885,4.29,10.7226,6.993,-0.4662,-1.8648,0,1,0,9999.0,,,2642
spark_1_0_style,all_market,final_2026,2026-01-13,2,sz002278,,30.420210901165632,2026-01-14,2026-01-15,1,-4.7869,14.52,9.3664,3.3058,-7.0248,-7.0248,0,1,1,14.0,持续主线,油气设服,2642
spark_1_0_style,all_market,final_2026,2026-01-13,3,sz002162,,30.390174851000427,2026-01-14,2026-01-15,1,1.2545,5.65,0.177,-4.6018,-8.4956,-9.5575,0,1,1,8.0,观察,辅助生殖,2642
spark_1_0_style,all_market,final_2026,2026-01-14,1,sz002017,,31.452020033062738,2026-01-15,2026-01-16,1,-2.6999,27.75,0.5405,-5.2613,-10.018,-13.6216,0,1,1,9999.0,,,2698
spark_1_0_style,all_market,final_2026,2026-01-14,2,sz002315,,31.408240777146275,2026-01-15,2026-01-16,1,-1.7968,60.12,0.2994,-4.8071,-5.7053,-8.7658,0,1,1,1.0,主线再加速|持续主线,互联网服务|AIGC概念|AI应用|AI智能体,2698
spark_1_0_style,all_market,final_2026,2026-01-14,3,sh603232,,31.10906688515375,2026-01-15,2026-01-16,1,-1.7673,26.68,0.8246,-5.8846,-5.4723,-7.1589,0,1,1,4.0,主线再加速|持续主线,Web3.0|智慧政务,2698
spark_1_0_style,all_market,final_2026,2026-01-15,1,sh603011,,30.11693110809513,2026-01-16,2026-01-19,1,-0.1874,31.95,0.0,-9.8279,-15.8685,-17.6839,1,1,1,9999.0,,,2313
spark_1_0_style,all_market,final_2026,2026-01-15,2,sz002121,,29.886700553304333,2026-01-16,2026-01-19,1,3.7879,9.59,1.877,0.7299,2.3983,-5.0052,0,0,1,2.0,主线再加速,电工仪器仪表,2313
spark_1_0_style,all_market,final_2026,2026-01-15,3,sh603067,,29.427195971782183,2026-01-16,2026-01-19,1,1.108,40.15,2.8394,-6.5753,-5.3549,-8.3188,0,1,1,9999.0,,,2313
spark_1_0_style,all_market,final_2026,2026-01-16,1,sh603291,,39.76483805739555,2026-01-19,2026-01-20,1,-0.6855,11.59,1.2079,0.3451,2.157,-0.7765,0,0,0,9999.0,,,2392
spark_1_0_style,all_market,final_2026,2026-01-16,2,sz002357,,39.21374087375449,2026-01-19,2026-01-20,1,-0.1613,12.38,4.2003,4.0388,3.5541,-0.8078,0,0,0,9999.0,,,2392
spark_1_0_style,all_market,final_2026,2026-01-16,3,sh605287,,37.23765421617673,2026-01-19,2026-01-20,1,-2.0749,38.7,8.1137,3.2558,2.6357,-0.5168,0,0,0,9999.0,,,2392
spark_1_0_style,all_market,final_2026,2026-01-19,1,sz001400,,40.598507888982155,2026-01-20,2026-01-21,1,1.2756,128.62,2.1925,-6.2665,-15.643,-15.643,0,1,1,9999.0,,,2450
spark_1_0_style,all_market,final_2026,2026-01-19,2,sz002357,,40.467814641149914,2026-01-20,2026-01-21,1,-0.6988,12.79,0.7037,0.2346,2.2674,-2.4238,0,0,0,9999.0,,,2450
spark_1_0_style,all_market,final_2026,2026-01-19,3,sz002545,,37.79052632886194,2026-01-20,2026-01-21,1,0.0411,24.36,0.2053,-2.0525,7.0608,-6.0755,0,0,1,3.0,主线再加速,特高压,2450
spark_1_0_style,all_market,final_2026,2026-01-20,1,sh601801,,35.9953250735099,2026-01-21,2026-01-22,1,-0.5682,7.0,1.1429,-0.2857,-0.2857,-0.8571,0,1,0,9.0,主线再加速|观察,大众出版|出版,2517
spark_1_0_style,all_market,final_2026,2026-01-20,2,sz002254,,35.3197357156357,2026-01-21,2026-01-22,1,0.0762,13.13,1.2186,0.1523,0.5331,-3.5034,0,0,1,9999.0,,,2517
spark_1_0_style,all_market,final_2026,2026-01-20,3,sh600346,,34.780747437881054,2026-01-21,2026-01-22,1,-1.0105,26.45,1.7013,-0.5293,0.3025,-2.6465,0,0,0,9999.0,,,2517
spark_1_0_style,all_market,final_2026,2026-01-21,1,sh603283,,40.7276091492218,2026-01-22,2026-01-23,1,3.0981,57.57,0.2084,-5.8711,-6.3748,-7.9208,0,1,1,7.0,主线再加速,存储芯片,2416
spark_1_0_style,all_market,final_2026,2026-01-21,2,sz000751,,40.54470020757108,2026-01-22,2026-01-23,1,-1.9231,5.1,4.5098,1.9608,12.1569,-1.5686,0,0,0,6.0,主线再加速,铅锌,2416
spark_1_0_style,all_market,final_2026,2026-01-21,3,sh603005,,39.990033629818576,2026-01-22,2026-01-23,1,2.1672,33.0,0.0,-5.7273,-5.7879,-6.9697,1,1,1,1.0,主线再加速,集成电路封测|先进封装|玻璃基板|半导体,2416
spark_1_0_style,all_market,final_2026,2026-01-22,1,sz002008,,35.682968260220825,2026-01-23,2026-01-26,1,1.2634,52.1,1.3436,-1.2476,-2.1497,-3.8772,0,1,1,7.0,主线再加速,PCB,2452
spark_1_0_style,all_market,final_2026,2026-01-22,2,sh603052,,35.611106301034624,2026-01-23,2026-01-26,1,-2.5878,52.7,2.6565,-1.575,-2.6565,-3.4725,0,1,1,9999.0,,,2452
spark_1_0_style,all_market,final_2026,2026-01-22,3,sh600259,,35.097054698220504,2026-01-23,2026-01-26,1,0.7519,80.4,0.199,-2.0398,5.1617,-4.5274,0,0,1,9999.0,,,2452
spark_1_0_style,all_market,final_2026,2026-01-23,1,sh600338,,37.523953964760494,2026-01-26,2026-01-27,1,4.2898,21.88,0.9598,-3.7934,-6.8099,-9.3693,0,1,1,3.0,主线再加速,铅锌,2503
spark_1_0_style,all_market,final_2026,2026-01-23,2,sh603163,,37.50448871223997,2026-01-26,2026-01-27,1,-1.2513,92.33,3.8124,-0.0108,10.0292,-2.5019,0,0,0,9999.0,,,2503
spark_1_0_style,all_market,final_2026,2026-01-23,3,sz000060,,36.869552555077306,2026-01-26,2026-01-27,1,3.7227,8.08,3.7129,2.4752,-3.4653,-5.3218,0,1,1,3.0,主线再加速,铅锌,2503
spark_1_0_style,all_market,final_2026,2026-01-26,1,sh600452,,35.10367183804029,2026-01-27,2026-01-28,1,-2.1922,11.6,2.5862,2.5,2.1552,-2.069,0,0,0,9999.0,,,2645
spark_1_0_style,all_market,final_2026,2026-01-26,2,sh600230,,34.65386206274163,2026-01-27,2026-01-28,1,-3.6145,18.4,8.6957,2.663,12.9348,-2.1739,0,0,0,4.0,主线再加速,聚氨酯,2645
